"name","state","party","year"
"Harry F. Byrd Sr.","Virginia","Democratic","1957"
"Harry F. Byrd Sr.","Virginia","Democratic","1958"
"Harry F. Byrd Sr.","Virginia","Democratic","1959"
"Harry F. Byrd Sr.","Virginia","Democratic","1960"
"Harry F. Byrd Sr.","Virginia","Democratic","1961"
"Harry F. Byrd Sr.","Virginia","Democratic","1962"
"Harry F. Byrd Sr.","Virginia","Democratic","1963"
"Harry F. Byrd Sr.","Virginia","Democratic","1964"
"Harry F. Byrd Sr.","Virginia","Democratic","1965"
"Robert Byrd","West Virginia","Democratic","1959"
"Robert Byrd","West Virginia","Democratic","1960"
"Robert Byrd","West Virginia","Democratic","1961"
"Robert Byrd","West Virginia","Democratic","1962"
"Robert Byrd","West Virginia","Democratic","1963"
"Robert Byrd","West Virginia","Democratic","1964"
"Robert Byrd","West Virginia","Democratic","1965"
"Robert Byrd","West Virginia","Democratic","1966"
"Robert Byrd","West Virginia","Democratic","1967"
"Robert Byrd","West Virginia","Democratic","1968"
"Robert Byrd","West Virginia","Democratic","1969"
"Robert Byrd","West Virginia","Democratic","1970"
"Robert Byrd","West Virginia","Democratic","1971"
"Robert Byrd","West Virginia","Democratic","1972"
"Robert Byrd","West Virginia","Democratic","1973"
"Robert Byrd","West Virginia","Democratic","1974"
"Robert Byrd","West Virginia","Democratic","1975"
"Robert Byrd","West Virginia","Democratic","1976"
"Robert Byrd","West Virginia","Democratic","1977"
"Robert Byrd","West Virginia","Democratic","1978"
"Robert Byrd","West Virginia","Democratic","1979"
"Robert Byrd","West Virginia","Democratic","1980"
"Robert Byrd","West Virginia","Democratic","1981"
"Robert Byrd","West Virginia","Democratic","1982"
"Robert Byrd","West Virginia","Democratic","1983"
"Robert Byrd","West Virginia","Democratic","1984"
"Robert Byrd","West Virginia","Democratic","1985"
"Harry P. Cain","Washington","Republican","1946"
"Harry P. Cain","Washington","Republican","1947"
"Harry P. Cain","Washington","Republican","1948"
"Harry P. Cain","Washington","Republican","1949"
"Harry P. Cain","Washington","Republican","1950"
"Harry P. Cain","Washington","Republican","1951"
"Harry P. Cain","Washington","Republican","1952"
"Harry P. Cain","Washington","Republican","1953"
"Howard W. Cannon","Nevada","Democratic","1959"
"Howard W. Cannon","Nevada","Democratic","1960"
"Howard W. Cannon","Nevada","Democratic","1961"
"Howard W. Cannon","Nevada","Democratic","1962"
"Howard W. Cannon","Nevada","Democratic","1963"
"Howard W. Cannon","Nevada","Democratic","1964"
"Howard W. Cannon","Nevada","Democratic","1965"
"Howard W. Cannon","Nevada","Democratic","1966"
"Howard W. Cannon","Nevada","Democratic","1967"
"Howard W. Cannon","Nevada","Democratic","1968"
"Howard W. Cannon","Nevada","Democratic","1969"
"Howard W. Cannon","Nevada","Democratic","1970"
"Howard W. Cannon","Nevada","Democratic","1971"
"Howard W. Cannon","Nevada","Democratic","1972"
"Howard W. Cannon","Nevada","Democratic","1973"
"Howard W. Cannon","Nevada","Democratic","1974"
"Howard W. Cannon","Nevada","Democratic","1975"
"Howard W. Cannon","Nevada","Democratic","1976"
"Howard W. Cannon","Nevada","Democratic","1977"
"Howard W. Cannon","Nevada","Democratic","1978"
"Howard W. Cannon","Nevada","Democratic","1979"
"Howard W. Cannon","Nevada","Democratic","1980"
"Howard W. Cannon","Nevada","Democratic","1981"
"Howard W. Cannon","Nevada","Democratic","1982"
"Howard W. Cannon","Nevada","Democratic","1983"
"Homer E. Capehart","Indiana","Republican","1945"
"Homer E. Capehart","Indiana","Republican","1946"
"Homer E. Capehart","Indiana","Republican","1947"
"Homer E. Capehart","Indiana","Republican","1948"
"Homer E. Capehart","Indiana","Republican","1949"
"Homer E. Capehart","Indiana","Republican","1950"
"Homer E. Capehart","Indiana","Republican","1951"
"Homer E. Capehart","Indiana","Republican","1952"
"Homer E. Capehart","Indiana","Republican","1953"
"Homer E. Capehart","Indiana","Republican","1954"
"Homer E. Capehart","Indiana","Republican","1955"
"Homer E. Capehart","Indiana","Republican","1956"
"Homer E. Capehart","Indiana","Republican","1957"
"Homer E. Capehart","Indiana","Republican","1958"
"Homer E. Capehart","Indiana","Republican","1959"
"Homer E. Capehart","Indiana","Republican","1960"
"Homer E. Capehart","Indiana","Republican","1961"
"Homer E. Capehart","Indiana","Republican","1962"
"Homer E. Capehart","Indiana","Republican","1963"
"Arthur Capper","Kansas","Republican","1945"
"Arthur Capper","Kansas","Republican","1946"
"Arthur Capper","Kansas","Republican","1947"
"Arthur Capper","Kansas","Republican","1948"
"Arthur Capper","Kansas","Republican","1949"
"Hattie Caraway","Arkansas","Democratic","1945"
"Frank Carlson","Kansas","Republican","1950"
"Frank Carlson","Kansas","Republican","1951"
"Frank Carlson","Kansas","Republican","1952"
"Frank Carlson","Kansas","Republican","1953"
"Frank Carlson","Kansas","Republican","1954"
"Frank Carlson","Kansas","Republican","1955"
"Frank Carlson","Kansas","Republican","1956"
"Frank Carlson","Kansas","Republican","1957"
"Frank Carlson","Kansas","Republican","1958"
"Frank Carlson","Kansas","Republican","1959"
"Frank Carlson","Kansas","Republican","1960"
"Frank Carlson","Kansas","Republican","1961"
"Frank Carlson","Kansas","Republican","1962"
"Frank Carlson","Kansas","Republican","1963"
"Frank Carlson","Kansas","Republican","1964"
"Frank Carlson","Kansas","Republican","1965"
"Frank Carlson","Kansas","Republican","1966"
"Frank Carlson","Kansas","Republican","1967"
"Frank Carlson","Kansas","Republican","1968"
"Frank Carlson","Kansas","Republican","1969"
"John A. Carroll","Colorado","Democratic","1957"
"John A. Carroll","Colorado","Democratic","1958"
"John A. Carroll","Colorado","Democratic","1959"
"John A. Carroll","Colorado","Democratic","1960"
"John A. Carroll","Colorado","Democratic","1961"
"John A. Carroll","Colorado","Democratic","1962"
"John A. Carroll","Colorado","Democratic","1963"
"Edward P. Carville","Nevada","Democratic","1945"
"Edward P. Carville","Nevada","Democratic","1946"
"Edward P. Carville","Nevada","Democratic","1947"
"Clifford P. Case","New Jersey","Republican","1955"
"Clifford P. Case","New Jersey","Republican","1956"
"Clifford P. Case","New Jersey","Republican","1957"
"Clifford P. Case","New Jersey","Republican","1958"
"Clifford P. Case","New Jersey","Republican","1959"
"Clifford P. Case","New Jersey","Republican","1960"
"Clifford P. Case","New Jersey","Republican","1961"
"Clifford P. Case","New Jersey","Republican","1962"
"Clifford P. Case","New Jersey","Republican","1963"
"Clifford P. Case","New Jersey","Republican","1964"
"Clifford P. Case","New Jersey","Republican","1965"
"Clifford P. Case","New Jersey","Republican","1966"
"Clifford P. Case","New Jersey","Republican","1967"
"Clifford P. Case","New Jersey","Republican","1968"
"Clifford P. Case","New Jersey","Republican","1969"
"Clifford P. Case","New Jersey","Republican","1970"
"Clifford P. Case","New Jersey","Republican","1971"
"Clifford P. Case","New Jersey","Republican","1972"
"Clifford P. Case","New Jersey","Republican","1973"
"Clifford P. Case","New Jersey","Republican","1974"
"Clifford P. Case","New Jersey","Republican","1975"
"Clifford P. Case","New Jersey","Republican","1976"
"Clifford P. Case","New Jersey","Republican","1977"
"Clifford P. Case","New Jersey","Republican","1978"
"Clifford P. Case","New Jersey","Republican","1979"
"Francis H. Case","South Dakota","Republican","1951"
"Francis H. Case","South Dakota","Republican","1952"
"Francis H. Case","South Dakota","Republican","1953"
"Francis H. Case","South Dakota","Republican","1954"
"Francis H. Case","South Dakota","Republican","1955"
"Francis H. Case","South Dakota","Republican","1956"
"Francis H. Case","South Dakota","Republican","1957"
"Francis H. Case","South Dakota","Republican","1958"
"Francis H. Case","South Dakota","Republican","1959"
"Francis H. Case","South Dakota","Republican","1960"
"Francis H. Case","South Dakota","Republican","1961"
"Francis H. Case","South Dakota","Republican","1962"
"John Chafee","Rhode Island","Republican","1976"
"John Chafee","Rhode Island","Republican","1977"
"John Chafee","Rhode Island","Republican","1978"
"John Chafee","Rhode Island","Republican","1979"
"John Chafee","Rhode Island","Republican","1980"
"John Chafee","Rhode Island","Republican","1981"
"John Chafee","Rhode Island","Republican","1982"
"John Chafee","Rhode Island","Republican","1983"
"John Chafee","Rhode Island","Republican","1984"
"John Chafee","Rhode Island","Republican","1985"
"A. B. ""Happy"" Chandler I","Kentucky","Democratic","1945"
"Virgil Chapman","Kentucky","Democratic","1949"
"Virgil Chapman","Kentucky","Democratic","1950"
"Virgil Chapman","Kentucky","Democratic","1951"
"Dennis Chavez","New Mexico","Democratic","1945"
"Dennis Chavez","New Mexico","Democratic","1946"
"Dennis Chavez","New Mexico","Democratic","1947"
"Dennis Chavez","New Mexico","Democratic","1948"
"Dennis Chavez","New Mexico","Democratic","1949"
"Dennis Chavez","New Mexico","Democratic","1950"
"Dennis Chavez","New Mexico","Democratic","1951"
"Dennis Chavez","New Mexico","Democratic","1952"
"Dennis Chavez","New Mexico","Democratic","1953"
"Dennis Chavez","New Mexico","Democratic","1954"
"Dennis Chavez","New Mexico","Democratic","1955"
"Dennis Chavez","New Mexico","Democratic","1956"
"Dennis Chavez","New Mexico","Democratic","1957"
"Dennis Chavez","New Mexico","Democratic","1958"
"Dennis Chavez","New Mexico","Democratic","1959"
"Dennis Chavez","New Mexico","Democratic","1960"
"Dennis Chavez","New Mexico","Democratic","1961"
"Dennis Chavez","New Mexico","Democratic","1962"
"Lawton Chiles","Florida","Democratic","1971"
"Lawton Chiles","Florida","Democratic","1972"
"Lawton Chiles","Florida","Democratic","1973"
"Lawton Chiles","Florida","Democratic","1974"
"Lawton Chiles","Florida","Democratic","1975"
"Lawton Chiles","Florida","Democratic","1976"
"Lawton Chiles","Florida","Democratic","1977"
"Lawton Chiles","Florida","Democratic","1978"
"Lawton Chiles","Florida","Democratic","1979"
"Lawton Chiles","Florida","Democratic","1980"
"Lawton Chiles","Florida","Democratic","1981"
"Lawton Chiles","Florida","Democratic","1982"
"Lawton Chiles","Florida","Democratic","1983"
"Lawton Chiles","Florida","Democratic","1984"
"Lawton Chiles","Florida","Democratic","1985"
"Frank Church","Idaho","Democratic","1957"
"Frank Church","Idaho","Democratic","1958"
"Frank Church","Idaho","Democratic","1959"
"Frank Church","Idaho","Democratic","1960"
"Frank Church","Idaho","Democratic","1961"
"Frank Church","Idaho","Democratic","1962"
"Frank Church","Idaho","Democratic","1963"
"Frank Church","Idaho","Democratic","1964"
"Frank Church","Idaho","Democratic","1965"
"Frank Church","Idaho","Democratic","1966"
"Frank Church","Idaho","Democratic","1967"
"Frank Church","Idaho","Democratic","1968"
"Frank Church","Idaho","Democratic","1969"
"Frank Church","Idaho","Democratic","1970"
"Frank Church","Idaho","Democratic","1971"
"Frank Church","Idaho","Democratic","1972"
"Frank Church","Idaho","Democratic","1973"
"Frank Church","Idaho","Democratic","1974"
"Frank Church","Idaho","Democratic","1975"
"Frank Church","Idaho","Democratic","1976"
"Frank Church","Idaho","Democratic","1977"
"Frank Church","Idaho","Democratic","1978"
"Frank Church","Idaho","Democratic","1979"
"Frank Church","Idaho","Democratic","1980"
"Frank Church","Idaho","Democratic","1981"
"Bennett Champ Clark","Missouri","Democratic","1945"
"D. Worth Clark","Idaho","Democratic","1945"
"Dick Clark","Iowa","Democratic","1973"
"Dick Clark","Iowa","Democratic","1974"
"Dick Clark","Iowa","Democratic","1975"
"Dick Clark","Iowa","Democratic","1976"
"Dick Clark","Iowa","Democratic","1977"
"Dick Clark","Iowa","Democratic","1978"
"Dick Clark","Iowa","Democratic","1979"
"Joseph S. Clark","Pennsylvania","Democratic","1957"
"Joseph S. Clark","Pennsylvania","Democratic","1958"
"Joseph S. Clark","Pennsylvania","Democratic","1959"
"Joseph S. Clark","Pennsylvania","Democratic","1960"
"Joseph S. Clark","Pennsylvania","Democratic","1961"
"Joseph S. Clark","Pennsylvania","Democratic","1962"
"Joseph S. Clark","Pennsylvania","Democratic","1963"
"Joseph S. Clark","Pennsylvania","Democratic","1964"
"Joseph S. Clark","Pennsylvania","Democratic","1965"
"Joseph S. Clark","Pennsylvania","Democratic","1966"
"Joseph S. Clark","Pennsylvania","Democratic","1967"
"Joseph S. Clark","Pennsylvania","Democratic","1968"
"Joseph S. Clark","Pennsylvania","Democratic","1969"
"Earle C. Clements","Kentucky","Democratic","1950"
"Earle C. Clements","Kentucky","Democratic","1951"
"Earle C. Clements","Kentucky","Democratic","1952"
"Earle C. Clements","Kentucky","Democratic","1953"
"Earle C. Clements","Kentucky","Democratic","1954"
"Earle C. Clements","Kentucky","Democratic","1955"
"Earle C. Clements","Kentucky","Democratic","1956"
"Earle C. Clements","Kentucky","Democratic","1957"
"Thad Cochran","Mississippi","Republican","1978"
"Thad Cochran","Mississippi","Republican","1979"
"Thad Cochran","Mississippi","Republican","1980"
"Thad Cochran","Mississippi","Republican","1981"
"Thad Cochran","Mississippi","Republican","1982"
"Thad Cochran","Mississippi","Republican","1983"
"Thad Cochran","Mississippi","Republican","1984"
"Thad Cochran","Mississippi","Republican","1985"
"William S. Cohen","Maine","Republican","1979"
"William S. Cohen","Maine","Republican","1980"
"William S. Cohen","Maine","Republican","1981"
"William S. Cohen","Maine","Republican","1982"
"William S. Cohen","Maine","Republican","1983"
"William S. Cohen","Maine","Republican","1984"
"William S. Cohen","Maine","Republican","1985"
"Tom Connally","Texas","Democratic","1945"
"Tom Connally","Texas","Democratic","1946"
"Tom Connally","Texas","Democratic","1947"
"Tom Connally","Texas","Democratic","1948"
"Tom Connally","Texas","Democratic","1949"
"Tom Connally","Texas","Democratic","1950"
"Tom Connally","Texas","Democratic","1951"
"Tom Connally","Texas","Democratic","1952"
"Tom Connally","Texas","Democratic","1953"
"Marlow Cook","Kentucky","Republican","1968"
"Marlow Cook","Kentucky","Republican","1969"
"Marlow Cook","Kentucky","Republican","1970"
"Marlow Cook","Kentucky","Republican","1971"
"Marlow Cook","Kentucky","Republican","1972"
"Marlow Cook","Kentucky","Republican","1973"
"Marlow Cook","Kentucky","Republican","1974"
"John Sherman Cooper","Kentucky","Republican","1946"
"John Sherman Cooper","Kentucky","Republican","1947"
"John Sherman Cooper","Kentucky","Republican","1948"
"John Sherman Cooper","Kentucky","Republican","1949"
"John Sherman Cooper","Kentucky","Republican","1952"
"John Sherman Cooper","Kentucky","Republican","1953"
"John Sherman Cooper","Kentucky","Republican","1954"
"John Sherman Cooper","Kentucky","Republican","1955"
"John Sherman Cooper","Kentucky","Republican","1956"
"John Sherman Cooper","Kentucky","Republican","1957"
"John Sherman Cooper","Kentucky","Republican","1958"
"John Sherman Cooper","Kentucky","Republican","1959"
"John Sherman Cooper","Kentucky","Republican","1960"
"John Sherman Cooper","Kentucky","Republican","1961"
"John Sherman Cooper","Kentucky","Republican","1962"
"John Sherman Cooper","Kentucky","Republican","1963"
"John Sherman Cooper","Kentucky","Republican","1964"
"John Sherman Cooper","Kentucky","Republican","1965"
"John Sherman Cooper","Kentucky","Republican","1966"
"John Sherman Cooper","Kentucky","Republican","1967"
"John Sherman Cooper","Kentucky","Republican","1968"
"John Sherman Cooper","Kentucky","Republican","1969"
"John Sherman Cooper","Kentucky","Republican","1970"
"John Sherman Cooper","Kentucky","Republican","1971"
"John Sherman Cooper","Kentucky","Republican","1972"
"John Sherman Cooper","Kentucky","Republican","1973"
"Guy Cordon","Oregon","Republican","1945"
"Guy Cordon","Oregon","Republican","1946"
"Guy Cordon","Oregon","Republican","1947"
"Guy Cordon","Oregon","Republican","1948"
"Guy Cordon","Oregon","Republican","1949"
"Guy Cordon","Oregon","Republican","1950"
"Guy Cordon","Oregon","Republican","1951"
"Guy Cordon","Oregon","Republican","1952"
"Guy Cordon","Oregon","Republican","1953"
"Guy Cordon","Oregon","Republican","1954"
"Guy Cordon","Oregon","Republican","1955"
"Norris Cotton","New Hampshire","Republican","1954"
"Norris Cotton","New Hampshire","Republican","1955"
"Norris Cotton","New Hampshire","Republican","1956"
"Norris Cotton","New Hampshire","Republican","1957"
"Norris Cotton","New Hampshire","Republican","1958"
"Norris Cotton","New Hampshire","Republican","1959"
"Norris Cotton","New Hampshire","Republican","1960"
"Norris Cotton","New Hampshire","Republican","1961"
"Norris Cotton","New Hampshire","Republican","1962"
"Norris Cotton","New Hampshire","Republican","1963"
"Norris Cotton","New Hampshire","Republican","1964"
"Norris Cotton","New Hampshire","Republican","1965"
"Norris Cotton","New Hampshire","Republican","1966"
